Journal title,ISSN,eISSN,Publisher name,Publisher address,Languages,Web of Science Categories
BIOORGANIC & MEDICINAL CHEMISTRY,0968-0896,1464-3391,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",English,"Chemistry, Medicinal | Chemistry, Organic | Biochemistry & Molecular Biology"
BIOORGANIC & MEDICINAL CHEMISTRY LETTERS,0960-894X,1464-3405,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",English,"Chemistry, Organic | Chemistry, Medicinal"
BIOPHARMACEUTICS & DRUG DISPOSITION,0142-2782,1099-081X,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Pharmacology & Pharmacy
BIOPHARM INTERNATIONAL,1542-166X,1939-1862,ADVANSTAR COMMUNICATIONS INC,"131 W 1ST STREET, DULUTH, USA, MN, 55802",English,Pharmacology & Pharmacy | Biotechnology & Applied Microbiology
BIOPHYSICAL CHEMISTRY,0301-4622,1873-4200,ELSEVIER,"RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX",English,"Chemistry, Physical | Biophysics | Biochemistry & Molecular Biology"
BIOPHYSICAL JOURNAL,0006-3495,1542-0086,CELL PRESS,"50 HAMPSHIRE ST, FLOOR 5, CAMBRIDGE, USA, MA, 02139",English,Biophysics
BIOPOLYMERS,0006-3525,1097-0282,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Biophysics | Biochemistry & Molecular Biology
BIOPRESERVATION AND BIOBANKING,1947-5535,1947-5543,"MARY ANN LIEBERT, INC","140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, USA, NY, 10801",English,Cell Biology | Medical Laboratory Technology
BIOPROCESS AND BIOSYSTEMS ENGINEERING,1615-7591,1615-7605,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",English,"Engineering, Chemical | Biotechnology & Applied Microbiology"
BIORESOURCES AND BIOPROCESSING,2197-4365,2197-4365,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121",English,Biotechnology & Applied Microbiology
BIORESOURCE TECHNOLOGY,0960-8524,1873-2976,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB",English,Agricultural Engineering | Biotechnology & Applied Microbiology | Energy & Fuels
BIORHEOLOGY,0006-355X,1878-5034,IOS PRESS,"NIEUWE HEMWEG 6B, AMSTERDAM, NETHERLANDS, 1013 BG",Multi-Language,"Hematology | Biophysics | Engineering, Biomedical"
BIOSCIENCE,0006-3568,1525-3244,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",English,Biology
BIOSCIENCE BIOTECHNOLOGY AND BIOCHEMISTRY,0916-8451,1347-6947,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",English,"Chemistry, Applied | Biotechnology & Applied Microbiology | Biochemistry & Molecular Biology | Food Science & Technology"
BIOSCIENCE JOURNAL,1981-3163,1981-3163,UNIV FEDERAL UBERLANDIA,"AV PARA, 1720 CAMPUS UMUARAMA, UBERLANDIA, BRAZIL, 38400-902","Portuguese, English","Agronomy | Biology | Agriculture, Multidisciplinary"
BIOSCIENCE OF MICROBIOTA FOOD AND HEALTH,2186-6953,2186-3342,BMFH PRESS,"ATTN-BMFH, EDITORIAL OFF IPEC INC, 1-24-12 SUGAMO,TOSHIMA-KU, TOKYO, JAPAN, 170-0002",English,Microbiology | Nutrition & Dietetics
BIOSCIENCE REPORTS,0144-8463,1573-4935,PORTLAND PRESS LTD,"1ST FLR, 10 QUEEN STREET PLACE, LONDON, England, EC4R 1BE",English,Cell Biology | Biochemistry & Molecular Biology
BIOSCIENCE TRENDS,1881-7815,1881-7823,IRCA-BSSA,"PEARL CITY KOISHIKAWA 603, 2-4-5 KASUGA, BUNKYO-KU, TOKYO, JAPAN, 112-0003",English,Biology
BIOSENSORS & BIOELECTRONICS,0956-5663,1873-4235,ELSEVIER ADVANCED TECHNOLOGY,"OXFORD FULFILLMENT CENTRE THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB",English,"Electrochemistry | Chemistry, Analytical | Nanoscience & Nanotechnology | Biophysics | Biotechnology & Applied Microbiology"
BIOSTATISTICS,1465-4644,1468-4357,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",English,Statistics & Probability | Mathematical & Computational Biology
BIOSYSTEMS,0303-2647,1872-8324,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB",English,Biology | Mathematical & Computational Biology
BIOTECHNIC & HISTOCHEMISTRY,1052-0295,1473-7760,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",English,Cell Biology | Biotechnology & Applied Microbiology
BIOTECHNIQUES,0736-6205,1940-9818,FUTURE SCI LTD,"UNITED HOUSE, 2 ALBERT PL, LONDON, ENGLAND, N3 1QB",English,Biochemical Research Methods | Biochemistry & Molecular Biology
BIOTECHNOLOGY ADVANCES,0734-9750,1873-1899,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",English,Biotechnology & Applied Microbiology
BIOTECHNOLOGY AND APPLIED BIOCHEMISTRY,0885-4513,1470-8744,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Biochemistry & Molecular Biology | Biotechnology & Applied Microbiology
BIOTECHNOLOGY AND BIOENGINEERING,0006-3592,1097-0290,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Biotechnology & Applied Microbiology
BIOTECHNOLOGY AND BIOPROCESS ENGINEERING,1226-8372,1976-3816,KOREAN SOC BIOTECHNOLOGY & BIOENGINEERING,"KOREAN SCIENCE TECHNOLOGY CENTER, #704 YEOGSAM-DONG, KANGNAM-KU, SEOUL, SOUTH KOREA, 135-703",English,Biotechnology & Applied Microbiology
BIOTECHNOLOGY & BIOTECHNOLOGICAL EQUIPMENT,1310-2818,1314-3530,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",English,Biotechnology & Applied Microbiology
BIOTECHNOLOGY FOR BIOFUELS AND BIOPRODUCTS,2731-3654,2731-3654,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",,Energy & Fuels | Biotechnology & Applied Microbiology
BIOTECHNOLOGY & GENETIC ENGINEERING REVIEWS,0264-8725,2046-5556,TAYLOR & FRANCIS LTD,"11 NEW FETTER LANE, LONDON, ENGLAND, EC4P 4EE",English,Biotechnology & Applied Microbiology | Genetics & Heredity
BIOTECHNOLOGY JOURNAL,1860-6768,1860-7314,WILEY-V C H VERLAG GMBH,"POSTFACH 101161, WEINHEIM, GERMANY, 69451",English,Biochemical Research Methods | Biotechnology & Applied Microbiology
BIOTECHNOLOGY LAW REPORT,0730-031X,1557-8704,"MARY ANN LIEBERT, INC","140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, USA, NY, 10801",English,Biotechnology & Applied Microbiology
BIOTECHNOLOGY LETTERS,0141-5492,1573-6776,SPRINGER,"VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",English,Biotechnology & Applied Microbiology
BIOTECHNOLOGY PROGRESS,8756-7938,1520-6033,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Biotechnology & Applied Microbiology | Food Science & Technology
BIPOLAR DISORDERS,1398-5647,1399-5618,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Clinical Neurology | Psychiatry | Neurosciences
BIRTH DEFECTS RESEARCH,2472-1727,2472-1727,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Developmental Biology | Toxicology
BIRTH-ISSUES IN PERINATAL CARE,0730-7659,1523-536X,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Nursing | Pediatrics | Obstetrics & Gynecology
BJU INTERNATIONAL,1464-4096,1464-410X,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Urology & Nephrology
BLADDER CANCER,2352-3727,2352-3735,IOS PRESS,"NIEUWE HEMWEG 6B, AMSTERDAM, NETHERLANDS, 1013 BG",English,Oncology | Urology & Nephrology
BLOOD,0006-4971,1528-0020,AMER SOC HEMATOLOGY,"2021 L ST NW, SUITE 900, WASHINGTON, USA, DC, 20036",English,Hematology
BLOOD ADVANCES,2473-9529,2473-9537,ELSEVIER,"RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX",English,Hematology
BLOOD CANCER JOURNAL,2044-5385,2044-5385,SPRINGERNATURE,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,Hematology | Oncology
BLOOD CELLS MOLECULES AND DISEASES,1079-9796,1096-0961,ACADEMIC PRESS INC ELSEVIER SCIENCE,"525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495",English,Hematology
BLOOD COAGULATION & FIBRINOLYSIS,0957-5235,1473-5733,LIPPINCOTT WILLIAMS & WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103",English,Hematology
BLOOD PRESSURE,0803-7051,1651-1999,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",English,Peripheral Vascular Diseases
BLOOD PRESSURE MONITORING,1359-5237,1473-5725,LIPPINCOTT WILLIAMS & WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103",English,Peripheral Vascular Diseases
BLOOD PURIFICATION,0253-5068,1421-9735,KARGER,"ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009",English,Hematology | Urology & Nephrology
BLOOD REVIEWS,0268-960X,1532-1681,CHURCHILL LIVINGSTONE,"JOURNAL PRODUCTION DEPT, ROBERT STEVENSON HOUSE, 1-3 BAXTERS PLACE, LEITH WALK, EDINBURGH, SCOTLAND, MIDLOTHIAN, EH1 3AF",English,Hematology
BLOOD TRANSFUSION,1723-2007,1723-2007,SIMTIPRO SRL,"VIA DESIDERIO 21, MILAN, ITALY, 20131",English,Hematology
BLUMEA,0006-5196,0373-4293,RIJKSHERBARIUM,"PO BOX 9514, LEIDEN, NETHERLANDS, 2300 RA",English,Plant Sciences
BMB REPORTS,1976-6696,1976-670X,KOREAN SOCIETY BIOCHEMISTRY & MOLECULAR BIOLOGY,"KOREA SCIENCE & TECHNOLOGY CENTER, # 801,  635-4 , YEOKSAM-DONG, KANGNAM-KU, SEOUL, SOUTH KOREA, 135-703",English,Biochemistry & Molecular Biology
BMC BIOINFORMATICS,1471-2105,1471-2105,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,Biochemical Research Methods | Biotechnology & Applied Microbiology | Mathematical & Computational Biology
BMC BIOLOGY,1741-7007,1741-7007,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,Biology
BMC BIOTECHNOLOGY,1472-6750,1472-6750,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,Biotechnology & Applied Microbiology
BMC CANCER,1471-2407,1471-2407,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,Oncology
BMC CARDIOVASCULAR DISORDERS,1471-2261,1471-2261,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,Cardiac & Cardiovascular System
BMC COMPLEMENTARY MEDICINE AND THERAPIES,2662-7671,2662-7671,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,Integrative & Complementary Medicine
BMC ECOLOGY AND EVOLUTION,2730-7182,2730-7182,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",,Genetics & Heredity | Evolutionary Biology | Ecology
BMC ENDOCRINE DISORDERS,1472-6823,1472-6823,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,Endocrinology & Metabolism
BMC GASTROENTEROLOGY,1471-230X,1471-230X,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,Gastroenterology & Hepatology
BMC GENOMIC DATA,2730-6844,2730-6844,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",,Genetics & Heredity
BMC GENOMICS,1471-2164,1471-2164,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,Genetics & Heredity | Biotechnology & Applied Microbiology
BMC IMMUNOLOGY,1471-2172,1471-2172,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,Immunology
BMC INFECTIOUS DISEASES,1471-2334,1471-2334,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,Infectious Diseases
BMC MEDICAL GENOMICS,1755-8794,1755-8794,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,Genetics & Heredity
BMC MEDICAL INFORMATICS AND DECISION MAKING,1472-6947,1472-6947,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,Medical Informatics
BMC MEDICINE,1741-7015,1741-7015,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,"Medicine, General & Internal"
BMC MICROBIOLOGY,1471-2180,1471-2180,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,Microbiology
BMC MOLECULAR AND CELL BIOLOGY,,2661-8850,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,Cell Biology
BMC MUSCULOSKELETAL DISORDERS,1471-2474,1471-2474,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,Rheumatology | Orthopedics
BMC NEPHROLOGY,1471-2369,1471-2369,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,Urology & Nephrology
BMC NEUROLOGY,1471-2377,1471-2377,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,Clinical Neurology
BMC NEUROSCIENCE,1471-2202,1471-2202,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,Neurosciences
BMC OPHTHALMOLOGY,1471-2415,1471-2415,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,Ophthalmology
BMC PEDIATRICS,1471-2431,1471-2431,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,Pediatrics
BMC PHARMACOLOGY & TOXICOLOGY,2050-6511,2050-6511,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,Pharmacology & Pharmacy | Toxicology
BMC PLANT BIOLOGY,1471-2229,1471-2229,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,Plant Sciences
BMC PRIMARY CARE,2731-4553,2731-4553,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",,"Medicine, General & Internal | Primary Health Care"
BMC PULMONARY MEDICINE,1471-2466,1471-2466,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,Respiratory System
BMC UROLOGY,1471-2490,1471-2490,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,Urology & Nephrology
BMC VETERINARY RESEARCH,1746-6148,1746-6148,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,Veterinary Sciences
BMJ-BRITISH MEDICAL JOURNAL,0959-535X,1756-1833,BMJ PUBLISHING GROUP,"BRITISH MED ASSOC HOUSE, TAVISTOCK SQUARE, LONDON, ENGLAND, WC1H 9JR",English,"Medicine, General & Internal"
BMJ EVIDENCE-BASED MEDICINE,2515-446X,2515-4478,BMJ PUBLISHING GROUP,"BRITISH MED ASSOC HOUSE, TAVISTOCK SQUARE, LONDON, ENGLAND, WC1H 9JR",English,"Medicine, General & Internal"
BMJ MILITARY HEALTH,2633-3767,2633-3775,BMJ PUBLISHING GROUP,"BRITISH MED ASSOC HOUSE, TAVISTOCK SQUARE, LONDON, ENGLAND, WC1H 9JR",,"Medicine, General & Internal"
BMJ OPEN,2044-6055,2044-6055,BMJ PUBLISHING GROUP,"BRITISH MED ASSOC HOUSE, TAVISTOCK SQUARE, LONDON, ENGLAND, WC1H 9JR",English,"Medicine, General & Internal"
BMJ OPEN DIABETES RESEARCH & CARE,2052-4897,2052-4897,BMJ PUBLISHING GROUP,"BRITISH MED ASSOC HOUSE, TAVISTOCK SQUARE, LONDON, ENGLAND, WC1H 9JR",English,Endocrinology & Metabolism
BMJ OPEN RESPIRATORY RESEARCH,2052-4439,2052-4439,BMJ PUBLISHING GROUP,"BRITISH MED ASSOC HOUSE, TAVISTOCK SQUARE, LONDON, ENGLAND, WC1H 9JR",English,Respiratory System
BMJ PAEDIATRICS OPEN,,2399-9772,BMJ PUBLISHING GROUP,"BRITISH MED ASSOC HOUSE, TAVISTOCK SQUARE, LONDON, ENGLAND, WC1H 9JR",English,Pediatrics
BOLETIN DE LA SOCIEDAD ARGENTINA DE BOTANICA,1851-2372,1851-2372,SOC ARGENTINA BOTANICA,"INST MULTIDISCIPLINARIO BIOLOGIA VEGETAL, CASILLA DE CORREO 495, CORDOBA, ARGENTINA, 5000","English, Portuguese, Spanish",Plant Sciences
BOLETIN DE MALARIOLOGIA Y SALUD AMBIENTAL,1690-4648,,"INST ALTOS ESTUDIOS, DR ARNOLDO GABOLDON","APARTADO POSTAL 2442, MARACAY, VENEZUELA, ZP 2101",Spanish,Infectious Diseases | Parasitology
BOLETIN LATINOAMERICANO Y DEL CARIBE DE PLANTAS MEDICINALES Y AROMATICAS,0717-7917,0717-7917,MS-EDITIONS,"AV GENERAL SAN MARTIN 305-25 VALLE GRANDE, LAMPA, SANTIAGO, Chile, 00000",Spanish,Pharmacology & Pharmacy | Integrative & Complementary Medicine
BONE,8756-3282,1873-2763,ELSEVIER SCIENCE INC,"STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169",English,Endocrinology & Metabolism
BONE & JOINT RESEARCH,2046-3758,2046-3758,BRITISH EDITORIAL SOC BONE & JOINT SURGERY,"22 BUCKINGHAM STREET, LONDON, ENGLAND, WC2N 6ET",English,Cell & Tissue Engineering | Orthopedics
BONE MARROW TRANSPLANTATION,0268-3369,1476-5365,SPRINGERNATURE,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,Oncology | Immunology | Hematology | Transplantation
BONE RESEARCH,2095-4700,2095-6231,SPRINGERNATURE,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,Cell & Tissue Engineering
BOSNIAN JOURNAL OF BASIC MEDICAL SCIENCES,1512-8601,1840-4812,ASSOC BASIC MEDICAL SCI FEDERATION BOSNIA & HERZEGOVINA SARAJEVO,"UNIV SARAJEVO, MEDICAL FAC, CEKALUSA, BOSNIA & HERCEG, SARAJEVO, 90",English,"Medicine, Research & Experimental"
BOTANICAL JOURNAL OF THE LINNEAN SOCIETY,0024-4074,1095-8339,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",English,Plant Sciences
BOTANICAL REVIEW,0006-8101,1874-9372,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",English,Plant Sciences
BOTANICAL SCIENCES,2007-4298,2007-4476,SOC BOTANICA MEXICO,"APARTADO POSTAL 70-385  DELEGACION COYOACAN, CIUDAD UNIV, MEXICO, MEXICO, D F, 00000","Spanish, English",Plant Sciences
BOTANICAL STUDIES,1999-3110,1999-3110,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",English,Plant Sciences
BOTANICA MARINA,0006-8055,1437-4323,WALTER DE GRUYTER GMBH,"GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785",English,Marine & Freshwater Biology | Plant Sciences
BOTANICA SERBICA,1821-2158,1821-2638,"UNIV BELGRADE, INST BOTANY & BOTANICAL GARDEN","TAKOVSKA 43, BELGRADE, SERBIA, 11000",English,Plant Sciences
BOTANY,1916-2790,1916-2804,CANADIAN SCIENCE PUBLISHING,"65 AURIGA DR, SUITE 203, OTTAWA, CANADA, ON, K2E 7W6",English,Plant Sciences
BOTANY LETTERS,2381-8107,2381-8115,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",English,Plant Sciences
BOTHALIA,0006-8241,2311-9284,SOUTH AFRICAN NATL BIODIVERSITY INST-SANBI,"PRIVATE BAG X101,  SILVERTON 0184, 2 CUSSONIA AVE, PRETORIA, South Africa, BRUMMERIA, 00000",English,Plant Sciences
BRACHYTHERAPY,1538-4721,1873-1449,ELSEVIER SCIENCE INC,"STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169",English,"Oncology | Radiology, Nuclear Medicine & Medical Imaging"
BRADLEYA,0265-086X,0265-086X,BRITISH CACTUS & SUCCULENT SOC,"OPEN UNIV, DEPT LIFE SCI, MILTON KEYNES, ENGLAND, MK7 6AA",English,Plant Sciences
BRAIN,0006-8950,1460-2156,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",English,Clinical Neurology | Neurosciences
BRAIN AND BEHAVIOR,2162-3279,2162-3279,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030",English,Neurosciences | Behavioral Sciences
BRAIN AND COGNITION,0278-2626,1090-2147,ACADEMIC PRESS INC ELSEVIER SCIENCE,"525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495",English,Neurosciences
BRAIN AND LANGUAGE,0093-934X,1090-2155,ACADEMIC PRESS INC ELSEVIER SCIENCE,"525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495",English,Audiology & Speech-Language Pathology | Neurosciences
BRAIN BEHAVIOR AND EVOLUTION,0006-8977,1421-9743,KARGER,"ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009",English,Neurosciences | Zoology | Behavioral Sciences
BRAIN BEHAVIOR AND IMMUNITY,0889-1591,1090-2139,ACADEMIC PRESS INC ELSEVIER SCIENCE,"525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495",English,Neurosciences | Psychiatry | Immunology
BRAIN CONNECTIVITY,2158-0014,2158-0022,"MARY ANN LIEBERT, INC","140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, USA, NY, 10801",English,Neurosciences
BRAIN & DEVELOPMENT,0387-7604,1872-7131,ELSEVIER,"RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX",English,Pediatrics | Clinical Neurology
BRAIN IMAGING AND BEHAVIOR,1931-7557,1931-7565,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",English,Neuroimaging
BRAIN IMPAIRMENT,1443-9646,1839-5252,CAMBRIDGE UNIV PRESS,"32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473",English,Rehabilitation | Clinical Neurology | Neurosciences
BRAIN INJURY,0269-9052,1362-301X,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",English,Rehabilitation | Neurosciences
BRAIN PATHOLOGY,1015-6305,1750-3639,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Pathology | Clinical Neurology | Neurosciences
BRAIN RESEARCH,0006-8993,1872-6240,ELSEVIER,"RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX",English,Neurosciences
BRAIN RESEARCH BULLETIN,0361-9230,1873-2747,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",English,Neurosciences
BRAIN SCIENCES,2076-3425,2076-3425,MDPI,"ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052",English,Neurosciences
BRAIN STIMULATION,1935-861X,1876-4754,ELSEVIER SCIENCE INC,"STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169",English,Clinical Neurology | Neurosciences
BRAIN STRUCTURE & FUNCTION,1863-2653,1863-2661,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121",English,Anatomy & Morphology | Neurosciences
BRAIN TOPOGRAPHY,0896-0267,1573-6792,SPRINGER,"VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",English,Clinical Neurology | Neurosciences
BRAIN TUMOR PATHOLOGY,1433-7398,1861-387X,SPRINGER JAPAN KK,"SHIROYAMA TRUST TOWER 5F, 4-3-1 TORANOMON, MINATO-KU, TOKYO, JAPAN, 105-6005",English,Oncology | Pathology | Clinical Neurology
BRATISLAVA MEDICAL JOURNAL-BRATISLAVSKE LEKARSKE LISTY,0006-9248,1336-0345,AEPRESS SRO,"BAJZOVA 7, BRATISLAVA, SLOVAKIA, 821 08",English,"Medicine, General & Internal"
BRAZILIAN ARCHIVES OF BIOLOGY AND TECHNOLOGY,1516-8913,1678-4324,INST TECNOLOGIA PARANA,"RUA PROF ALGACYR MUNHOZ MADER 3775-CIC, CURITIBA-PARANA, BRAZIL, 81350-010",English,Biology
BRAZILIAN JOURNAL OF BOTANY,0100-8404,1806-9959,SOC BOTANICA SAO PAULO,"CAIXA POSTAL 57088, SAO PAULO, BRAZIL, SP, 00000",English,Plant Sciences
BRAZILIAN JOURNAL OF CARDIOVASCULAR SURGERY,0102-7638,1678-9741,SOC BRASIL CIRURGIA CARDIOVASC,"RUA AFONSO CELSO, 1178, SAO PAULO SP, BRAZIL, 04119-061",English,Surgery | Cardiac & Cardiovascular System
BRAZILIAN JOURNAL OF INFECTIOUS DISEASES,1413-8670,1678-4391,ELSEVIER BRAZIL,"R SETE SETEMBRO, 111-16, RIO DE JANEIRO, BRAZIL, RJ 20050-006",English,Infectious Diseases
BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH,0100-879X,1414-431X,ASSOC BRAS DIVULG CIENTIFICA,"FACULDADE MEDICINA, CASA 10, 14049 RIBEIRAO PRETO, RIBEIRAO PRETO, BRAZIL, SP, 14049",English,"Medicine, Research & Experimental | Biology"
BRAZILIAN JOURNAL OF MICROBIOLOGY,1517-8382,1678-4405,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",English,Microbiology
BRAZILIAN JOURNAL OF PHARMACEUTICAL SCIENCES,1984-8250,2175-9790,"UNIV SAO PAULO, CONJUNTO QUIMICAS","SERVICO PUBLICACOES E CIRCULACAO, CAIXA POSTAL 66083, SAO PAULO, BRAZIL, 00000",English,Pharmacology & Pharmacy
BRAZILIAN JOURNAL OF POULTRY SCIENCE,1516-635X,1806-9061,FACTA-FUNDACIO ARNCO CIENCIA TECNOLOGIA AVICOLAS,"AV ANDRADE NEVES 2501, CASTELO, CAMPINAS, BRAZIL, 13070-001 SP",English,"Agriculture, Dairy & Animal Science"
